Shooter,X,Y,Z,Weapon
FalleN,458.78,-336.48,-413.97,M4A1
sh1ro,2511.69,-504.01,-343.37,Knife
FalleN,-1822.96,-1162.90,-415.97,Glock-18
molodoy,-1859.71,-1076.29,-415.97,Glock-18
FalleN,-1795.16,-1170.77,-415.97,Glock-18
FalleN,-1749.72,-1168.74,-415.97,Glock-18
molodoy,-1780.70,-1101.66,-415.97,Glock-18
FalleN,-1708.98,-1168.18,-415.97,Glock-18
FalleN,-1624.14,-1170.25,-415.97,Glock-18
molodoy,-1668.74,-1143.61,-415.97,Glock-18
FalleN,-1587.30,-1170.51,-415.97,Glock-18
molodoy,-1602.19,-1138.73,-415.97,Glock-18
molodoy,-1550.64,-1128.84,-415.97,Glock-18
yuurih,-1685.90,-1146.34,-415.97,Glock-18
molodoy,-1514.11,-1120.34,-415.97,Glock-18
yuurih,-1626.88,-1145.84,-415.97,Glock-18
yuurih,-1578.80,-1142.37,-415.97,Glock-18
FalleN,-1268.03,-1162.02,-378.70,Smoke Grenade
YEKINDAR,-656.13,-1400.24,-415.97,Smoke Grenade
donk,1682.49,-1184.42,-393.08,Incendiary Grenade
zont1x,1146.31,-261.04,-415.47,Knife
KSCERATO,-371.01,-896.52,-415.97,HE Grenade
FalleN,-1268.06,-1162.17,-375.33,Smoke Grenade
YEKINDAR,-173.42,-1821.91,-415.97,Flashbang
zont1x,908.72,52.59,-415.97,Smoke Grenade
chopper,1017.23,-399.92,-127.97,Smoke Grenade
KSCERATO,-189.28,-1073.47,-415.97,Smoke Grenade
yuurih,-371.85,-1173.50,-115.72,Molotov
sh1ro,1483.95,-1671.45,-415.97,AWP
FalleN,-636.90,-1412.63,-375.75,Flashbang
KSCERATO,-441.67,-970.45,-415.97,M4A1
KSCERATO,-441.62,-970.34,-415.97,M4A1
KSCERATO,-441.62,-970.34,-415.97,M4A1
KSCERATO,-441.66,-970.43,-415.97,M4A1
KSCERATO,-442.05,-971.28,-415.97,M4A1
KSCERATO,-442.51,-972.28,-415.97,M4A1
KSCERATO,-442.51,-972.28,-415.97,M4A1
KSCERATO,-442.51,-972.28,-415.97,M4A1
KSCERATO,-442.51,-972.28,-415.97,M4A1
KSCERATO,-442.51,-972.28,-415.97,M4A1
KSCERATO,-442.51,-972.28,-415.97,M4A1
KSCERATO,-442.51,-972.28,-415.97,M4A1
KSCERATO,-442.79,-972.89,-415.97,M4A1
KSCERATO,-443.37,-974.26,-415.97,M4A1
KSCERATO,-444.04,-975.90,-415.97,M4A1
KSCERATO,-444.74,-977.63,-415.97,M4A1
KSCERATO,-444.77,-977.70,-415.97,M4A1
KSCERATO,-444.77,-977.70,-415.97,M4A1
KSCERATO,-444.69,-977.51,-415.97,M4A1
KSCERATO,-444.33,-976.59,-415.97,M4A1
KSCERATO,-402.81,-1019.58,-415.97,Molotov
chopper,854.51,-1151.92,-415.97,M4A1
chopper,848.39,-1155.53,-415.97,M4A1
chopper,841.73,-1158.18,-415.97,M4A1
chopper,834.05,-1161.28,-415.97,M4A1
chopper,828.33,-1165.50,-415.97,M4A1
chopper,822.43,-1171.44,-415.97,M4A1
chopper,817.98,-1176.98,-415.97,M4A1
chopper,815.53,-1183.27,-415.97,M4A1
KSCERATO,-381.08,-958.25,-415.97,M4A1
KSCERATO,-381.08,-958.25,-415.97,M4A1
KSCERATO,-381.08,-958.25,-415.97,M4A1
KSCERATO,-381.08,-958.25,-415.97,M4A1
KSCERATO,-381.08,-958.25,-415.97,M4A1
KSCERATO,-381.08,-958.25,-415.97,M4A1
KSCERATO,-381.08,-958.25,-415.97,M4A1
KSCERATO,-381.08,-958.25,-415.97,M4A1
KSCERATO,-381.08,-958.25,-415.97,M4A1
KSCERATO,-381.08,-958.25,-415.97,M4A1
KSCERATO,-429.65,-990.38,-415.97,M4A1
KSCERATO,-429.73,-990.43,-415.97,M4A1
KSCERATO,-429.73,-990.43,-415.97,M4A1
KSCERATO,-429.73,-990.43,-415.97,M4A1
KSCERATO,-429.73,-990.43,-415.97,M4A1
KSCERATO,-429.73,-990.43,-415.97,M4A1
KSCERATO,-429.73,-990.43,-415.97,M4A1
sh1ro,789.58,389.81,-367.27,Knife
zont1x,106.93,140.64,-415.97,M4A1
zont1x,106.93,140.64,-415.97,M4A1
zont1x,106.93,140.64,-415.97,M4A1
chopper,589.12,-1185.82,-366.97,M4A1
zont1x,106.93,140.64,-415.97,M4A1
chopper,589.12,-1185.82,-366.97,M4A1
chopper,589.12,-1185.82,-366.97,M4A1
chopper,588.83,-1184.73,-366.97,M4A1
zont1x,72.78,120.39,-415.97,M4A1
zont1x,71.58,119.49,-415.97,M4A1
zont1x,71.58,119.49,-415.97,M4A1
zont1x,71.58,119.49,-415.97,M4A1
donk,815.49,-1552.32,-415.97,M4A1
donk,815.94,-1552.04,-415.97,M4A1
donk,815.94,-1552.04,-415.97,M4A1
donk,815.94,-1552.04,-415.97,M4A1
donk,815.94,-1552.04,-415.97,M4A1
donk,815.37,-1552.28,-415.97,M4A1
donk,810.34,-1553.24,-415.97,M4A1
donk,810.34,-1553.24,-415.97,M4A1
donk,810.34,-1553.24,-415.97,M4A1
donk,809.17,-1553.83,-415.97,M4A1
donk,793.82,-1593.81,-415.97,HE Grenade
molodoy,5.40,-1694.79,-18.97,Flashbang
molodoy,131.81,-2103.62,-387.55,Flashbang
zont1x,724.82,177.69,-612.61,USP-S
zweih,894.82,-604.95,-410.77,Smoke Grenade
KSCERATO,564.96,-1758.42,-226.76,Smoke Grenade
YEKINDAR,463.24,-2201.25,-390.00,Molotov
KSCERATO,501.99,-1704.53,-223.97,Molotov
KSCERATO,533.80,-1751.73,-230.10,Flashbang
FalleN,735.62,-1669.99,-639.97,Molotov
donk,941.03,-1243.67,-414.97,Smoke Grenade
sh1ro,579.38,379.41,-547.54,Knife
YEKINDAR,461.02,-1328.50,-765.97,AK-47
YEKINDAR,461.24,-1328.72,-765.97,AK-47
YEKINDAR,461.36,-1328.72,-765.97,AK-47
YEKINDAR,462.28,-1328.69,-765.97,AK-47
YEKINDAR,463.93,-1328.64,-765.97,AK-47
YEKINDAR,465.84,-1328.60,-765.97,AK-47
chopper,745.81,-1237.32,-768.97,M4A1
chopper,745.82,-1237.39,-768.97,M4A1
chopper,745.82,-1237.39,-768.97,M4A1
chopper,745.99,-1237.80,-768.97,M4A1
chopper,748.49,-1243.78,-768.97,M4A1
chopper,753.27,-1255.43,-768.97,M4A1
chopper,757.55,-1266.05,-768.97,M4A1
FalleN,340.28,-1214.07,-767.97,AK-47
FalleN,340.04,-1211.53,-767.97,AK-47
FalleN,340.03,-1213.43,-767.97,AK-47
FalleN,340.05,-1214.88,-767.97,AK-47
FalleN,340.08,-1214.64,-767.97,AK-47
yuurih,1022.28,-939.61,-767.47,Galil AR
chopper,755.03,-1293.11,-768.97,M4A1
FalleN,340.12,-1214.43,-767.97,AK-47
yuurih,1016.12,-938.42,-767.94,Galil AR
FalleN,340.12,-1214.43,-767.97,AK-47
yuurih,1015.58,-940.00,-767.97,Galil AR
FalleN,340.12,-1214.43,-767.97,AK-47
yuurih,1015.58,-940.00,-767.97,Galil AR
FalleN,340.12,-1214.43,-767.97,AK-47
yuurih,1015.58,-940.00,-767.97,Galil AR
FalleN,381.62,-1089.61,-765.97,Flashbang
FalleN,712.14,-1221.42,-752.97,AK-47
FalleN,712.40,-1221.02,-752.97,AK-47
zont1x,813.54,23.78,-639.97,M4A1
zont1x,813.54,23.78,-639.97,M4A1
zont1x,813.54,23.78,-639.97,M4A1
yuurih,420.33,-718.04,-765.97,Galil AR
yuurih,420.66,-717.88,-765.97,Galil AR
yuurih,421.01,-718.31,-765.97,Galil AR
yuurih,420.53,-717.83,-765.97,Galil AR
zont1x,898.62,-231.14,-639.97,M4A1
yuurih,420.13,-717.42,-765.97,Galil AR
yuurih,418.18,-715.45,-765.97,Galil AR
yuurih,418.06,-715.32,-765.97,Galil AR
yuurih,418.27,-715.55,-765.97,Galil AR
yuurih,418.76,-716.06,-765.97,Galil AR
KSCERATO,815.19,-1700.37,-415.97,M4A1
KSCERATO,815.95,-1700.38,-415.97,M4A1
KSCERATO,819.50,-1696.66,-415.97,M4A1
KSCERATO,823.36,-1692.59,-415.97,M4A1
molodoy,990.17,-488.54,-637.03,Knife
KSCERATO,477.74,-1343.40,-415.97,Incendiary Grenade
yuurih,-1921.30,-1109.37,-415.97,Glock-18
yuurih,-1860.07,-1120.19,-415.97,Glock-18
yuurih,-1795.45,-1132.09,-415.97,Glock-18
yuurih,-1670.84,-1150.10,-415.97,Glock-18
yuurih,-1598.27,-1160.22,-415.97,Glock-18
KSCERATO,-1440.18,-1077.96,-415.97,Knife
yuurih,-1535.91,-1164.61,-415.97,Glock-18
chopper,1728.86,-517.21,-351.97,Knife
KSCERATO,-963.54,-1015.66,-415.97,Knife
KSCERATO,-372.45,-900.02,-415.97,HE Grenade
zont1x,1061.08,-26.81,-415.97,Knife
zweih,983.43,-450.65,-127.97,Smoke Grenade
KSCERATO,-190.51,-1097.85,-415.97,Flashbang
donk,1046.78,-1634.04,-415.97,Smoke Grenade
yuurih,-362.07,-1175.97,-120.00,Molotov
zont1x,607.45,339.40,-325.84,Knife
KSCERATO,133.58,-1185.35,-415.97,M4A4
KSCERATO,133.58,-1185.35,-415.97,M4A4
donk,882.93,-1642.82,-415.97,Desert Eagle
KSCERATO,126.95,-1196.19,-415.97,M4A4
KSCERATO,129.45,-1191.89,-415.97,M4A4
KSCERATO,129.27,-1192.17,-415.97,M4A4
KSCERATO,128.92,-1192.75,-415.97,M4A4
KSCERATO,128.29,-1193.81,-415.97,M4A4
KSCERATO,127.44,-1195.27,-415.97,M4A4
KSCERATO,126.37,-1197.11,-415.97,M4A4
KSCERATO,125.29,-1198.95,-415.97,M4A4
KSCERATO,123.77,-1201.50,-415.97,M4A4
KSCERATO,122.00,-1204.44,-415.97,M4A4
KSCERATO,119.74,-1207.37,-415.97,M4A4
KSCERATO,117.00,-1208.95,-415.97,M4A4
KSCERATO,113.13,-1210.44,-415.97,M4A4
KSCERATO,108.85,-1211.20,-415.97,M4A4
KSCERATO,104.51,-1210.30,-415.97,M4A4
KSCERATO,-441.54,-1019.54,-415.97,Smoke Grenade
donk,1685.12,-1546.04,-407.97,Desert Eagle
FalleN,-44.88,-2005.71,-372.00,Smoke Grenade
molodoy,706.76,-2419.91,-415.97,AWP
FalleN,121.38,-2031.16,-374.55,Smoke Grenade
sh1ro,848.18,-186.29,-639.97,Five-SeveN
FalleN,1113.42,-2436.02,-415.97,Flashbang
FalleN,1127.38,-2451.28,-415.97,Flashbang
zont1x,-17.00,-395.17,-415.47,Smoke Grenade
molodoy,1291.01,-2399.42,-415.97,Molotov
molodoy,1292.12,-2401.40,-415.97,Flashbang
chopper,639.61,-1537.43,-607.97,Smoke Grenade
YEKINDAR,1108.78,-1855.22,-415.97,Flashbang
molodoy,1385.17,-2069.65,-415.97,Smoke Grenade
molodoy,1376.82,-2039.04,-415.97,Flashbang
FalleN,770.82,-1577.57,-415.97,Molotov
YEKINDAR,701.22,-1629.79,-415.97,Molotov
zweih,338.76,-1413.93,-415.97,Five-SeveN
zweih,332.25,-1397.42,-415.97,Five-SeveN
zweih,322.32,-1369.16,-415.97,Five-SeveN
zweih,319.39,-1334.90,-415.97,Five-SeveN
FalleN,614.67,-1225.78,-415.97,AK-47
zweih,318.85,-1301.52,-415.97,Five-SeveN
FalleN,619.74,-1225.76,-415.97,AK-47
zweih,320.10,-1264.05,-415.97,Five-SeveN
zweih,319.83,-1237.71,-415.97,Five-SeveN
zweih,306.64,-1232.06,-415.97,Five-SeveN
FalleN,619.25,-835.17,-415.97,AK-47
zweih,-11.88,-1091.47,-415.97,Five-SeveN
KSCERATO,215.94,-835.97,-380.08,M4A4
zweih,-22.16,-1064.28,-415.97,Five-SeveN
KSCERATO,215.94,-826.41,-391.16,M4A4
KSCERATO,215.94,-818.43,-400.36,M4A4
zweih,-43.62,-1032.75,-415.97,Five-SeveN
KSCERATO,215.94,-808.68,-415.97,M4A4
zweih,-56.16,-1016.15,-415.97,Five-SeveN
KSCERATO,217.55,-803.13,-415.97,M4A4
KSCERATO,223.24,-806.29,-415.97,M4A4
zweih,-63.53,-1005.76,-415.97,Five-SeveN
KSCERATO,227.73,-810.57,-415.97,M4A4
KSCERATO,227.69,-810.50,-415.97,M4A4
KSCERATO,227.20,-809.66,-415.97,M4A4
KSCERATO,226.48,-808.46,-415.97,M4A4
KSCERATO,225.51,-806.89,-415.97,M4A4
zont1x,1078.64,-398.29,-127.97,HE Grenade
KSCERATO,341.23,-939.74,-391.97,Molotov
chopper,357.77,-1381.90,-415.97,P250
YEKINDAR,947.94,-1290.52,-415.97,AK-47
YEKINDAR,947.39,-1297.49,-415.97,AK-47
YEKINDAR,946.90,-1296.28,-415.97,AK-47
chopper,350.90,-1342.60,-415.97,P250
YEKINDAR,946.56,-1294.15,-415.97,AK-47
YEKINDAR,946.32,-1291.82,-415.97,AK-47
chopper,349.26,-1338.28,-415.97,P250
chopper,350.72,-1359.31,-415.97,P250
chopper,350.49,-1358.99,-415.97,P250
KSCERATO,805.89,-570.21,-399.97,M4A4
zont1x,974.99,-327.66,-127.97,Five-SeveN
KSCERATO,805.98,-569.18,-399.97,M4A4
KSCERATO,803.01,-566.83,-399.97,M4A4
KSCERATO,803.58,-567.21,-399.97,M4A4
KSCERATO,803.58,-567.21,-399.97,M4A4
molodoy,949.08,-1402.62,-415.97,AWP
KSCERATO,791.98,-430.05,-415.97,M4A4
KSCERATO,794.42,-435.78,-415.97,M4A4
KSCERATO,-224.33,-1065.44,-415.97,Glock-18
FalleN,-1210.34,-892.31,-415.97,AK-47
FalleN,-1230.25,-892.39,-415.97,AK-47
zont1x,2494.41,-345.49,-351.97,Knife
yuurih,-1716.37,-1091.80,-415.97,Glock-18
yuurih,-1688.31,-1112.58,-415.97,Glock-18
yuurih,-1582.29,-1144.23,-415.97,Glock-18
yuurih,-1512.06,-1141.35,-415.97,Glock-18
yuurih,-1438.26,-1131.76,-415.97,Glock-18
yuurih,-1365.32,-1115.94,-415.97,Glock-18
yuurih,-1304.07,-1089.45,-415.97,Glock-18
FalleN,-1268.06,-1160.90,-373.73,Smoke Grenade
molodoy,-802.99,-1196.29,-413.97,Smoke Grenade
sh1ro,1692.25,-1136.45,-379.37,Incendiary Grenade
KSCERATO,-366.39,-909.81,-415.97,HE Grenade
zont1x,868.42,57.75,-415.97,Smoke Grenade
zweih,999.25,-418.63,-127.97,Incendiary Grenade
KSCERATO,-181.17,-1081.13,-415.97,Smoke Grenade
donk,1383.10,-1262.45,-415.97,Smoke Grenade
yuurih,-288.08,-1042.89,-415.97,HE Grenade
chopper,974.45,-360.87,-127.97,HE Grenade
FalleN,-500.69,-1632.73,-372.30,Molotov
KSCERATO,-58.74,-1160.82,-415.47,Molotov
FalleN,-242.41,-1931.89,-415.97,Flashbang
KSCERATO,-82.92,-1153.14,-415.47,Flashbang
FalleN,-188.91,-1914.29,-415.97,HE Grenade
donk,1163.84,-1102.52,-415.97,HE Grenade
zont1x,551.10,329.40,-371.97,M4A1
zont1x,550.52,327.19,-371.97,M4A1
zont1x,550.23,327.43,-371.97,M4A1
YEKINDAR,82.62,52.92,-415.97,AK-47
zont1x,546.95,332.79,-371.97,M4A1
yuurih,141.46,-79.55,-415.97,AK-47
zont1x,709.18,450.84,-524.50,Incendiary Grenade
YEKINDAR,156.93,125.32,-415.97,Molotov
FalleN,-595.64,-825.90,-415.97,Knife
sh1ro,1170.54,-8.40,-415.97,AWP
molodoy,65.16,44.40,-415.97,AWP
YEKINDAR,107.31,88.07,-415.97,AK-47
YEKINDAR,107.20,85.70,-415.97,AK-47
YEKINDAR,107.49,89.26,-415.97,AK-47
molodoy,90.92,88.03,-415.97,AWP
zont1x,737.77,444.21,-526.64,HE Grenade
molodoy,197.31,140.59,-415.97,AWP
zont1x,733.09,451.46,-524.30,M4A1
YEKINDAR,377.11,355.31,-420.26,AK-47
zont1x,734.28,448.19,-525.36,M4A1
YEKINDAR,377.79,353.03,-419.75,AK-47
YEKINDAR,378.91,348.61,-418.77,AK-47
YEKINDAR,379.55,345.94,-418.18,AK-47
YEKINDAR,380.13,343.76,-417.69,AK-47
YEKINDAR,380.95,340.92,-417.06,AK-47
yuurih,830.09,-131.01,-415.97,Molotov
molodoy,130.12,26.73,-415.97,Flashbang
YEKINDAR,473.33,5.06,-639.97,Smoke Grenade
YEKINDAR,437.94,-88.71,-639.97,Glock-18
YEKINDAR,437.60,-104.64,-639.97,Glock-18
molodoy,686.85,-161.18,-639.97,Molotov
KSCERATO,172.37,-1212.53,-415.97,AK-47
KSCERATO,171.06,-1214.37,-415.97,AK-47
KSCERATO,173.06,-1211.28,-415.97,AK-47
donk,481.34,-1373.46,-415.97,M4A1
KSCERATO,178.36,-1203.24,-415.97,AK-47
donk,484.12,-1367.87,-415.97,M4A1
KSCERATO,184.98,-1193.78,-415.97,AK-47
donk,484.70,-1366.73,-415.97,M4A1
KSCERATO,189.61,-1187.58,-415.97,AK-47
donk,485.76,-1364.67,-415.97,M4A1
KSCERATO,194.62,-1184.06,-415.97,AK-47
KSCERATO,180.61,-1194.83,-415.97,AK-47
zweih,-93.19,-1163.02,-415.47,M4A4
zweih,-91.15,-1169.88,-415.47,M4A4
zweih,-88.60,-1175.29,-415.47,M4A4
zweih,-86.54,-1178.69,-415.47,M4A4
zweih,-86.35,-1178.85,-415.47,M4A4
zweih,-86.35,-1178.85,-415.47,M4A4
zweih,-86.35,-1178.85,-415.47,M4A4
yuurih,1367.16,-854.79,-740.49,Smoke Grenade
chopper,1054.22,-1373.25,-607.97,Smoke Grenade
chopper,1181.74,-1360.50,-639.97,Flashbang
chopper,1132.27,-1455.66,-639.97,M4A1
chopper,1132.71,-1460.73,-639.97,M4A1
chopper,1133.30,-1462.35,-639.97,M4A1
chopper,1133.28,-1462.36,-639.97,M4A1
chopper,1131.38,-1462.53,-639.97,M4A1
chopper,1128.32,-1462.84,-639.97,M4A1
chopper,1122.71,-1463.04,-639.97,M4A1
chopper,1121.63,-1463.16,-639.97,M4A1
chopper,1121.63,-1463.16,-639.97,M4A1
chopper,1121.63,-1463.16,-639.97,M4A1
chopper,1121.62,-1463.25,-639.97,M4A1
chopper,1121.04,-1468.63,-639.97,M4A1
chopper,1119.43,-1482.72,-639.97,M4A1
donk,218.41,-1328.38,-775.97,M4A1
donk,211.70,-1321.19,-775.97,M4A1
donk,209.76,-1326.55,-775.97,M4A1
donk,209.13,-1337.45,-775.97,M4A1
donk,207.88,-1345.99,-775.97,M4A1
donk,205.44,-1352.73,-775.97,M4A1
donk,202.12,-1360.36,-775.97,M4A1
donk,200.92,-1367.37,-775.97,M4A1
donk,199.80,-1376.14,-775.97,M4A1
donk,195.91,-1387.55,-775.97,M4A1
donk,194.38,-1402.54,-775.97,M4A1
donk,636.05,-1515.57,-607.97,M4A1
donk,640.84,-1486.99,-607.97,M4A1
donk,643.94,-1469.20,-607.97,M4A1
donk,649.99,-1452.44,-607.97,M4A1
donk,673.26,-1438.36,-607.97,M4A1
donk,740.66,-1440.40,-607.97,M4A1
donk,753.45,-1439.86,-607.97,M4A1
donk,763.51,-1436.13,-607.97,M4A1
donk,783.94,-1416.46,-607.97,M4A1
donk,783.96,-1411.97,-607.97,M4A1
donk,826.88,-1386.44,-607.97,M4A1
donk,834.92,-1387.94,-607.97,M4A1
donk,842.03,-1387.94,-607.97,M4A1
YEKINDAR,804.15,-1105.87,-768.97,HE Grenade
donk,838.02,-1387.60,-607.97,M4A1
donk,835.27,-1387.42,-607.97,M4A1
donk,821.35,-1386.14,-607.97,M4A1
donk,816.53,-1385.54,-607.97,M4A1
donk,810.35,-1384.64,-607.97,M4A1
donk,804.60,-1383.65,-607.97,M4A1
donk,797.50,-1382.90,-607.97,M4A1
molodoy,1114.66,-409.39,-639.97,AWP
chopper,146.41,-1485.75,-772.13,M4A1
chopper,141.73,-1481.56,-774.92,M4A1
molodoy,1110.75,-393.60,-639.97,AWP
FalleN,378.18,-1313.18,-639.97,AK-47
zweih,477.74,91.38,-639.97,AK-47
FalleN,395.76,-1314.27,-639.97,AK-47
zweih,481.22,91.15,-639.97,AK-47
zweih,490.94,90.47,-639.97,AK-47
FalleN,403.05,-1314.67,-639.97,AK-47
FalleN,414.08,-1315.27,-639.97,AK-47
FalleN,609.46,-1266.95,-769.97,Knife
FalleN,715.06,-1231.86,-752.97,Knife
FalleN,774.76,-1153.15,-768.97,Knife
yuurih,1121.08,-1043.09,-767.97,Flashbang
donk,657.01,-1446.42,-607.97,M4A1
donk,650.49,-1449.02,-607.97,M4A1
donk,643.73,-1453.91,-607.97,M4A1
donk,638.46,-1459.37,-607.97,M4A1
donk,634.97,-1465.86,-607.97,M4A1
donk,635.49,-1465.04,-607.97,M4A1
donk,635.75,-1465.73,-607.97,M4A1
donk,634.46,-1473.78,-607.97,M4A1
donk,634.03,-1481.48,-607.97,M4A1
donk,607.11,-1660.62,-639.97,M4A1
sh1ro,1887.14,-525.06,-351.97,Knife
yuurih,1188.08,-1576.29,-639.97,AK-47
donk,607.31,-1662.36,-639.97,M4A1
yuurih,1187.71,-1576.12,-639.97,AK-47
donk,606.60,-1658.13,-639.97,M4A1
yuurih,1187.15,-1572.73,-639.97,AK-47
yuurih,1186.65,-1569.56,-639.97,AK-47
yuurih,1186.29,-1567.13,-639.97,AK-47
yuurih,1185.93,-1564.45,-639.97,AK-47
FalleN,1161.33,-1347.72,-634.47,AK-47
yuurih,1437.72,-1977.77,-584.25,Knife
yuurih,-1801.13,-1089.28,-415.97,Glock-18
molodoy,-1914.85,-1107.20,-415.97,Glock-18
yuurih,-1746.16,-1096.52,-415.97,Glock-18
chopper,2430.07,-359.48,-351.97,Knife
molodoy,-1864.20,-1119.26,-415.97,Glock-18
yuurih,-1691.07,-1098.97,-415.97,Glock-18
yuurih,-1565.16,-1105.20,-415.97,Glock-18
molodoy,-1694.57,-1147.38,-415.97,Glock-18
yuurih,-1522.52,-1098.28,-415.97,Glock-18
molodoy,-1632.33,-1149.33,-415.97,Glock-18
yuurih,-1463.31,-1093.14,-415.97,Glock-18
molodoy,-1580.46,-1147.18,-415.97,Glock-18
yuurih,-1381.93,-1090.86,-415.97,Glock-18
molodoy,-1525.12,-1137.22,-415.97,Glock-18
molodoy,-1488.60,-1128.68,-415.97,Glock-18
yuurih,-1315.44,-1084.63,-415.97,Glock-18
yuurih,-1252.80,-1076.53,-415.97,Glock-18
donk,1927.90,-765.41,-351.97,Knife
donk,1874.31,-863.80,-351.97,Knife
FalleN,-1268.06,-1163.59,-374.28,Smoke Grenade
YEKINDAR,-651.91,-1399.19,-415.97,Smoke Grenade
donk,1690.88,-1169.58,-388.82,Incendiary Grenade
donk,1368.46,-1308.59,-415.97,Smoke Grenade
yuurih,-362.07,-1176.30,-122.78,Molotov
YEKINDAR,-315.36,-1775.28,-415.97,Flashbang
FalleN,-1268.06,-1161.91,-384.86,Smoke Grenade
chopper,996.71,-417.76,-127.97,Incendiary Grenade
KSCERATO,-381.99,-886.00,-415.97,HE Grenade
sh1ro,813.95,55.62,-415.97,Incendiary Grenade
zweih,1002.81,-399.01,-127.97,HE Grenade
KSCERATO,-205.07,-1068.92,-415.97,Smoke Grenade
donk,1077.76,-1632.43,-415.97,HE Grenade
chopper,816.37,-723.54,-206.97,Flashbang
FalleN,-620.45,-1431.90,-378.36,Flashbang
KSCERATO,-390.31,-1011.60,-415.97,Molotov
chopper,698.55,-1446.63,-415.97,FAMAS
FalleN,-332.95,-1696.04,-415.97,Knife
chopper,698.80,-1445.96,-415.97,FAMAS
chopper,698.80,-1445.96,-415.97,FAMAS
chopper,698.80,-1445.96,-415.97,FAMAS
chopper,698.80,-1445.96,-415.97,FAMAS
chopper,699.69,-1443.65,-415.97,FAMAS
chopper,702.40,-1436.61,-415.97,FAMAS
yuurih,63.19,-1964.01,-415.97,AK-47
yuurih,62.85,-1962.31,-415.97,AK-47
yuurih,62.91,-1962.59,-415.97,AK-47
yuurih,63.15,-1963.82,-415.97,AK-47
yuurih,63.47,-1965.36,-415.97,AK-47
yuurih,63.55,-1965.79,-415.97,AK-47
yuurih,63.45,-1965.30,-415.97,AK-47
yuurih,63.62,-1966.18,-415.97,AK-47
yuurih,63.71,-1966.62,-415.97,AK-47
zont1x,318.96,-766.38,-127.97,M4A1
yuurih,77.78,-2037.23,-415.97,AK-47
yuurih,80.98,-2040.46,-415.97,AK-47
yuurih,81.22,-2040.20,-415.97,AK-47
yuurih,81.33,-2039.21,-415.97,AK-47
yuurih,80.85,-2043.16,-415.97,AK-47
yuurih,80.77,-2043.70,-415.97,AK-47
yuurih,80.79,-2043.54,-415.97,AK-47
yuurih,80.91,-2042.14,-415.97,AK-47
yuurih,80.91,-2042.14,-415.97,AK-47
yuurih,80.91,-2042.14,-415.97,AK-47
yuurih,80.91,-2042.14,-415.97,AK-47
yuurih,80.91,-2042.14,-415.97,AK-47
yuurih,54.28,-1963.58,-415.97,AK-47
yuurih,53.83,-1962.91,-415.97,AK-47
yuurih,53.83,-1962.91,-415.97,AK-47
yuurih,54.16,-1964.45,-415.97,AK-47
molodoy,585.24,-2387.53,-415.97,Flashbang
chopper,1089.56,-1161.18,-713.84,Smoke Grenade
KSCERATO,572.16,-1757.49,-227.22,Smoke Grenade
zweih,911.69,-579.23,-414.97,Smoke Grenade
KSCERATO,512.70,-1743.00,-226.31,Molotov
KSCERATO,504.15,-1720.54,-223.97,Flashbang
donk,1079.56,-1267.53,-407.97,AK-47
donk,1079.43,-1267.51,-407.97,AK-47
donk,1081.65,-1267.93,-407.97,AK-47
donk,1084.30,-1268.46,-407.97,AK-47
donk,1087.39,-1269.11,-407.97,AK-47
donk,1090.98,-1269.91,-407.97,AK-47
donk,1091.12,-1269.93,-407.97,AK-47
yuurih,1237.98,-2430.02,-415.47,AK-47
yuurih,1236.82,-2430.10,-415.47,AK-47
yuurih,1236.68,-2430.11,-415.47,AK-47
yuurih,1237.13,-2430.07,-415.47,AK-47
yuurih,1237.92,-2430.02,-415.47,AK-47
yuurih,1237.92,-2430.02,-415.47,AK-47
yuurih,1238.77,-2429.97,-415.47,AK-47
donk,1178.12,-1179.61,-415.97,AK-47
donk,1174.48,-1179.70,-415.97,AK-47
donk,1169.64,-1179.93,-415.97,AK-47
donk,1165.00,-1180.19,-415.97,AK-47
donk,1159.00,-1180.54,-415.97,AK-47
donk,1153.59,-1181.31,-415.97,AK-47
yuurih,1260.25,-2398.58,-415.47,HE Grenade
zweih,727.23,-470.43,-415.97,Incendiary Grenade
molodoy,829.93,-2371.81,-415.97,AWP
sh1ro,434.13,106.04,-415.97,Smoke Grenade
FalleN,1138.69,-1337.34,-634.47,Molotov
chopper,1466.68,-979.31,-767.47,FAMAS
YEKINDAR,1084.64,-999.50,-767.97,AK-47
chopper,1466.45,-977.58,-767.47,FAMAS
YEKINDAR,1083.88,-987.38,-767.97,AK-47
chopper,1466.04,-973.24,-767.47,FAMAS
YEKINDAR,1083.84,-988.38,-767.97,AK-47
chopper,1465.76,-969.64,-767.47,FAMAS
YEKINDAR,1083.91,-991.30,-767.97,AK-47
chopper,1465.64,-967.76,-767.47,FAMAS
chopper,1465.57,-966.05,-767.47,FAMAS
chopper,1465.42,-963.77,-767.47,FAMAS
chopper,1465.24,-961.22,-767.47,FAMAS
chopper,1465.05,-958.42,-767.47,FAMAS
chopper,1464.88,-955.88,-767.47,FAMAS
yuurih,1096.95,-1058.61,-767.97,AK-47
chopper,1464.44,-952.97,-767.47,FAMAS
yuurih,1093.87,-1051.96,-767.97,AK-47
chopper,1464.55,-953.23,-767.47,FAMAS
yuurih,1093.06,-1049.96,-767.97,AK-47
